INPUT                            STACK                                                                                                                                                                                                                                                                                                                                                                                                  ACTION
('if', 'if')                     [2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                                                                                                                                                      SHIFT 18
('(', '(')                       [18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                                                                                                                                            SHIFT 30
('IDENTIFIER', 'IDENTIFIER')     [30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                                                                                                                                   SHIFT 51
('[', '[')                       [51, 'IDENTIFIER', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                                                                                                                 REDUCE 45
('[', '[')                       [40, 'varName', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                                                                                                                    SHIFT 85
('IDENTIFIER', 'LITERAL_INT')    [85, '[', 40, 'varName', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                                                                                                           SHIFT 51
(']', ']')                       [51, 'IDENTIFIER', 85, '[', 40, 'varName', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                                                                                         REDUCE 45
(']', ']')                       [40, 'varName', 85, '[', 40, 'varName', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                                                                                            REDUCE 47
(']', ']')                       [37, 'term', 85, '[', 40, 'varName', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                                                                                               REDUCE 80
(']', ']')                       [109, 'expression', 85, '[', 40, 'varName', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                                                                                        SHIFT 126
('*', '*')                       [126, ']', 109, 'expression', 85, '[', 40, 'varName', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                                                                              REDUCE 48
('*', '*')                       [37, 'term', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                                                                                                                       SHIFT 79
('IDENTIFIER', 'IDENTIFIER')     [79, '*', 37, 'term', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                                                                                                              REDUCE 7
('IDENTIFIER', 'IDENTIFIER')     [69, 'arithmeticOperator', 37, 'term', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                                                                                             REDUCE 18
('IDENTIFIER', 'IDENTIFIER')     [67, 'operator', 37, 'term', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                                                                                                       SHIFT 51
('(', '(')                       [51, 'IDENTIFIER', 67, 'operator', 37, 'term', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                                                                                     REDUCE 19
('(', '(')                       [33, 'functionName', 67, 'operator', 37, 'term', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                                                                                   SHIFT 64
('IDENTIFIER', 'IDENTIFIER')     [64, '(', 33, 'functionName', 67, 'operator', 37, 'term', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                                                                          SHIFT 51
('(', '(')                       [51, 'IDENTIFIER', 64, '(', 33, 'functionName', 67, 'operator', 37, 'term', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                                                        REDUCE 19
('(', '(')                       [33, 'functionName', 64, '(', 33, 'functionName', 67, 'operator', 37, 'term', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                                                      SHIFT 64
('IDENTIFIER', 'LITERAL_FLOAT')  [64, '(', 33, 'functionName', 64, '(', 33, 'functionName', 67, 'operator', 37, 'term', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                                             SHIFT 51
(')', ')')                       [51, 'IDENTIFIER', 64, '(', 33, 'functionName', 64, '(', 33, 'functionName', 67, 'operator', 37, 'term', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                           REDUCE 45
(')', ')')                       [40, 'varName', 64, '(', 33, 'functionName', 64, '(', 33, 'functionName', 67, 'operator', 37, 'term', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                              REDUCE 47
(')', ')')                       [103, 'term', 64, '(', 33, 'functionName', 64, '(', 33, 'functionName', 67, 'operator', 37, 'term', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                                SHIFT 122
(')', ')')                       [122, ')', 103, 'term', 64, '(', 33, 'functionName', 64, '(', 33, 'functionName', 67, 'operator', 37, 'term', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                      REDUCE 97
(')', ')')                       [42, 'functionCall', 64, '(', 33, 'functionName', 67, 'operator', 37, 'term', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                                                      REDUCE 50
(')', ')')                       [103, 'term', 64, '(', 33, 'functionName', 67, 'operator', 37, 'term', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                                                             SHIFT 122
('>=', '>=')                     [122, ')', 103, 'term', 64, '(', 33, 'functionName', 67, 'operator', 37, 'term', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                                                   REDUCE 97
('>=', '>=')                     [42, 'functionCall', 67, 'operator', 37, 'term', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                                                                                   REDUCE 50
('>=', '>=')                     [37, 'term', 67, 'operator', 37, 'term', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                                                                                           SHIFT 73
('IDENTIFIER', 'LITERAL_INT')    [73, '>=', 37, 'term', 67, 'operator', 37, 'term', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                                                                                 REDUCE 12
('IDENTIFIER', 'LITERAL_INT')    [68, 'relationalOperator', 37, 'term', 67, 'operator', 37, 'term', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                                                                 SHIFT 51
('&&', '&&')                     [51, 'IDENTIFIER', 68, 'relationalOperator', 37, 'term', 67, 'operator', 37, 'term', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                                               REDUCE 45
('&&', '&&')                     [40, 'varName', 68, 'relationalOperator', 37, 'term', 67, 'operator', 37, 'term', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                                                  REDUCE 47
('&&', '&&')                     [37, 'term', 68, 'relationalOperator', 37, 'term', 67, 'operator', 37, 'term', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                                                     SHIFT 83
('IDENTIFIER', 'IDENTIFIER')     [83, '&&', 37, 'term', 68, 'relationalOperator', 37, 'term', 67, 'operator', 37, 'term', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                                           REDUCE 17
('IDENTIFIER', 'IDENTIFIER')     [70, 'logicalOperator', 37, 'term', 68, 'relationalOperator', 37, 'term', 67, 'operator', 37, 'term', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                              REDUCE 20
('IDENTIFIER', 'IDENTIFIER')     [67, 'operator', 37, 'term', 68, 'relationalOperator', 37, 'term', 67, 'operator', 37, 'term', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                                     SHIFT 51
('<', '<')                       [51, 'IDENTIFIER', 67, 'operator', 37, 'term', 68, 'relationalOperator', 37, 'term', 67, 'operator', 37, 'term', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                   REDUCE 45
('<', '<')                       [40, 'varName', 67, 'operator', 37, 'term', 68, 'relationalOperator', 37, 'term', 67, 'operator', 37, 'term', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                      REDUCE 47
('<', '<')                       [37, 'term', 67, 'operator', 37, 'term', 68, 'relationalOperator', 37, 'term', 67, 'operator', 37, 'term', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                         SHIFT 72
('IDENTIFIER', 'LITERAL_INT')    [72, '<', 37, 'term', 67, 'operator', 37, 'term', 68, 'relationalOperator', 37, 'term', 67, 'operator', 37, 'term', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                REDUCE 11
('IDENTIFIER', 'LITERAL_INT')    [68, 'relationalOperator', 37, 'term', 67, 'operator', 37, 'term', 68, 'relationalOperator', 37, 'term', 67, 'operator', 37, 'term', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                               SHIFT 51
(')', ')')                       [51, 'IDENTIFIER', 68, 'relationalOperator', 37, 'term', 67, 'operator', 37, 'term', 68, 'relationalOperator', 37, 'term', 67, 'operator', 37, 'term', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                             REDUCE 45
(')', ')')                       [40, 'varName', 68, 'relationalOperator', 37, 'term', 67, 'operator', 37, 'term', 68, 'relationalOperator', 37, 'term', 67, 'operator', 37, 'term', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                REDUCE 47
(')', ')')                       [37, 'term', 68, 'relationalOperator', 37, 'term', 67, 'operator', 37, 'term', 68, 'relationalOperator', 37, 'term', 67, 'operator', 37, 'term', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                   REDUCE 80
(')', ')')                       [105, 'expression', 68, 'relationalOperator', 37, 'term', 67, 'operator', 37, 'term', 68, 'relationalOperator', 37, 'term', 67, 'operator', 37, 'term', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                            REDUCE 79
(')', ')')                       [104, 'expression', 67, 'operator', 37, 'term', 68, 'relationalOperator', 37, 'term', 67, 'operator', 37, 'term', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                  REDUCE 78
(')', ')')                       [105, 'expression', 68, 'relationalOperator', 37, 'term', 67, 'operator', 37, 'term', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                                              REDUCE 79
(')', ')')                       [104, 'expression', 67, 'operator', 37, 'term', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                                                                                    REDUCE 78
(')', ')')                       [61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                                                                                                                 SHIFT 100
('{', '{')                       [100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                                                                                                       SHIFT 119
('bulen', 'bulen')               [119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                                                                                             SHIFT 13
('IDENTIFIER', 'IDENTIFIER')     [13, 'bulen', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                                                                                REDUCE 36
('IDENTIFIER', 'IDENTIFIER')     [135, 'dataType', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                                                                            SHIFT 28
('=', '=')                       [28, 'IDENTIFIER', 135, 'dataType', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                                                          REDUCE 45
('=', '=')                       [27, 'varName', 135, 'dataType', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                                                             SHIFT 57
('!', '!')                       [57, '=', 27, 'varName', 135, 'dataType', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                                                    SHIFT 43
('(', '(')                       [43, '!', 57, '=', 27, 'varName', 135, 'dataType', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                                           SHIFT 41
('IDENTIFIER', 'IDENTIFIER')     [41, '(', 43, '!', 57, '=', 27, 'varName', 135, 'dataType', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                                  SHIFT 51
('*', '*')                       [51, 'IDENTIFIER', 41, '(', 43, '!', 57, '=', 27, 'varName', 135, 'dataType', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                REDUCE 45
('*', '*')                       [40, 'varName', 41, '(', 43, '!', 57, '=', 27, 'varName', 135, 'dataType', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                   REDUCE 47
('*', '*')                       [37, 'term', 41, '(', 43, '!', 57, '=', 27, 'varName', 135, 'dataType', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                      SHIFT 79
('-', '-')                       [79, '*', 37, 'term', 41, '(', 43, '!', 57, '=', 27, 'varName', 135, 'dataType', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                             REDUCE 7
('-', '-')                       [69, 'arithmeticOperator', 37, 'term', 41, '(', 43, '!', 57, '=', 27, 'varName', 135, 'dataType', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                            REDUCE 18
('-', '-')                       [67, 'operator', 37, 'term', 41, '(', 43, '!', 57, '=', 27, 'varName', 135, 'dataType', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                      SHIFT 44
('IDENTIFIER', 'LITERAL_FLOAT')  [44, '-', 67, 'operator', 37, 'term', 41, '(', 43, '!', 57, '=', 27, 'varName', 135, 'dataType', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                             SHIFT 51
('==', '==')                     [51, 'IDENTIFIER', 44, '-', 67, 'operator', 37, 'term', 41, '(', 43, '!', 57, '=', 27, 'varName', 135, 'dataType', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                           REDUCE 45
('==', '==')                     [40, 'varName', 44, '-', 67, 'operator', 37, 'term', 41, '(', 43, '!', 57, '=', 27, 'varName', 135, 'dataType', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                              REDUCE 47
('==', '==')                     [88, 'term', 44, '-', 67, 'operator', 37, 'term', 41, '(', 43, '!', 57, '=', 27, 'varName', 135, 'dataType', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                 REDUCE 52
('==', '==')                     [37, 'term', 67, 'operator', 37, 'term', 41, '(', 43, '!', 57, '=', 27, 'varName', 135, 'dataType', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                          SHIFT 75
('IDENTIFIER', 'LITERAL_FLOAT')  [75, '==', 37, 'term', 67, 'operator', 37, 'term', 41, '(', 43, '!', 57, '=', 27, 'varName', 135, 'dataType', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                REDUCE 14
('IDENTIFIER', 'LITERAL_FLOAT')  [68, 'relationalOperator', 37, 'term', 67, 'operator', 37, 'term', 41, '(', 43, '!', 57, '=', 27, 'varName', 135, 'dataType', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                SHIFT 51
(')', ')')                       [51, 'IDENTIFIER', 68, 'relationalOperator', 37, 'term', 67, 'operator', 37, 'term', 41, '(', 43, '!', 57, '=', 27, 'varName', 135, 'dataType', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                              REDUCE 45
(')', ')')                       [40, 'varName', 68, 'relationalOperator', 37, 'term', 67, 'operator', 37, 'term', 41, '(', 43, '!', 57, '=', 27, 'varName', 135, 'dataType', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                 REDUCE 47
(')', ')')                       [37, 'term', 68, 'relationalOperator', 37, 'term', 67, 'operator', 37, 'term', 41, '(', 43, '!', 57, '=', 27, 'varName', 135, 'dataType', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                    REDUCE 80
(')', ')')                       [105, 'expression', 68, 'relationalOperator', 37, 'term', 67, 'operator', 37, 'term', 41, '(', 43, '!', 57, '=', 27, 'varName', 135, 'dataType', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                             REDUCE 79
(')', ')')                       [104, 'expression', 67, 'operator', 37, 'term', 41, '(', 43, '!', 57, '=', 27, 'varName', 135, 'dataType', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                   REDUCE 78
(')', ')')                       [86, 'expression', 41, '(', 43, '!', 57, '=', 27, 'varName', 135, 'dataType', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                SHIFT 110
(';', ';')                       [110, ')', 86, 'expression', 41, '(', 43, '!', 57, '=', 27, 'varName', 135, 'dataType', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                      REDUCE 49
(';', ';')                       [87, 'term', 43, '!', 57, '=', 27, 'varName', 135, 'dataType', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                               REDUCE 51
(';', ';')                       [37, 'term', 57, '=', 27, 'varName', 135, 'dataType', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                                        REDUCE 80
(';', ';')                       [95, 'expression', 57, '=', 27, 'varName', 135, 'dataType', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                                  REDUCE 61
(';', ';')                       [26, 'declare', 135, 'dataType', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                                                             SHIFT 56
('}', '}')                       [56, ';', 26, 'declare', 135, 'dataType', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                                                    REDUCE 59
('}', '}')                       [5, 'declarationStatement', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                                                                  REDUCE 53
('}', '}')                       [134, 'statement', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                                                                           REDUCE 90
('}', '}')                       [133, 'statements', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                                                                          SHIFT 148
('else', 'else')                 [148, '}', 133, 'statements', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                                                                SHIFT 159
('{', '{')                       [159, 'else', 148, '}', 133, 'statements', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                                                   SHIFT 166
('whil', 'whil')                 [166, '{', 159, 'else', 148, '}', 133, 'statements', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                                         SHIFT 19
('(', '(')                       [19, 'whil', 166, '{', 159, 'else', 148, '}', 133, 'statements', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                             SHIFT 31
('IDENTIFIER', 'IDENTIFIER')     [31, '(', 19, 'whil', 166, '{', 159, 'else', 148, '}', 133, 'statements', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                    SHIFT 51
('!=', '!=')                     [51, 'IDENTIFIER', 31, '(', 19, 'whil', 166, '{', 159, 'else', 148, '}', 133, 'statements', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                  REDUCE 45
('!=', '!=')                     [40, 'varName', 31, '(', 19, 'whil', 166, '{', 159, 'else', 148, '}', 133, 'statements', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                     REDUCE 47
('!=', '!=')                     [37, 'term', 31, '(', 19, 'whil', 166, '{', 159, 'else', 148, '}', 133, 'statements', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                        SHIFT 76
('IDENTIFIER', 'IDENTIFIER')     [76, '!=', 37, 'term', 31, '(', 19, 'whil', 166, '{', 159, 'else', 148, '}', 133, 'statements', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                              REDUCE 15
